"tra_num_decil","rub_id_rubro","tra_mto_tramo_min","tra_mto_tramo_max"
6,8.071,40.000,82.000
8,8.071,82.000,148.000
0,8.099,9.000,9.000
0,8.111,14.000,14.000
5,8.111,14.000,17.000
0,8.211,20.000,20.000
3,8.211,20.000,70.000
6,8.211,70.000,101.000
0,8.220,1.000,1.000
0,8.299,0,5.000
1,8.299,5.000,15.000
2,8.299,15.000,15.000
3,8.299,15.000,30.000
4,8.299,30.000,45.000
